Sample_id,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2
ID00001,2020-11-04,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00002,2020-11-06,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00003,2020-11-06,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00004,2020-11-06,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00005,2020-11-07,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00006,2020-11-07,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00007,2020-11-10,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00008,2020-11-09,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00009,2020-11-10,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00010,2020-11-14,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00011,2020-11-14,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00012,2020-11-19,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00013,2020-11-30,2020-11,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00014,2020-12-03,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00015,2020-12-03,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00016,2020-12-04,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00017,2020-12-04,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00018,2020-12-05,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00019,2020-12-10,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00020,2020-12-12,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00021,2020-12-14,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00022,2020-12-15,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00023,2020-12-16,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00024,2020-12-16,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00025,2020-12-16,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00026,2020-12-12,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00027,2020-12-18,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00028,2020-12-23,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00029,2020-12-23,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00030,2020-12-23,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00031,2021-03-04,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00032,2020-12-30,2020-12,2020-Q4,2020,Region 1,Department 2,Municipality 2
ID00033,2021-03-04,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00034,2021-01-05,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00035,2021-01-05,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00036,2021-01-06,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00037,2021-01-09,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00038,2021-01-12,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00039,2021-01-12,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00040,2021-01-13,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00041,2021-01-13,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00042,2021-01-18,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00043,2021-01-15,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00044,2021-01-21,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00045,2021-01-25,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00046,2021-01-27,2021-01,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00047,2021-02-02,2021-02,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00048,2021-02-02,2021-02,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00049,2021-02-02,2021-02,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00050,2021-02-10,2021-02,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00051,2021-02-18,2021-02,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00052,2021-02-22,2021-02,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00053,2021-03-03,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00054,2021-03-09,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00055,2021-03-09,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00056,2021-03-15,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00057,2021-03-16,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00058,2021-03-16,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00059,2021-03-20,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00060,2021-03-23,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00061,2021-03-23,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00062,2021-03-24,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00063,2021-03-26,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00064,2021-03-26,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00065,2021-03-27,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00066,2021-03-30,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00067,2021-03-30,2021-03,2021-Q1,2021,Region 1,Department 2,Municipality 2
ID00068,2021-04-07,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00069,2021-04-08,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00070,2021-04-08,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00071,2021-04-19,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00072,2021-04-20,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00073,2021-04-20,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00074,2021-04-23,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00075,2021-04-20,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00076,2021-04-26,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00077,2021-04-26,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00078,2021-04-27,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00079,2021-04-28,2021-04,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00080,2021-05-12,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00081,2021-05-12,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00082,2021-05-14,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00083,2021-05-14,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00084,2021-05-18,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00085,2021-05-20,2021-05,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00086,2021-06-01,2021-06,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00087,2021-06-02,2021-06,2021-Q2,2021,Region 1,Department 2,Municipality 2
ID00088,2021-07-06,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00089,2021-07-07,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00090,2021-07-07,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00091,2021-07-22,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00092,2021-07-22,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00093,2021-07-23,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00094,2021-07-27,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00095,2021-07-29,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00096,2021-07-29,2021-07,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00097,2021-08-02,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00098,2021-08-02,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00099,2021-08-02,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00100,2021-08-03,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00101,2021-08-03,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00102,2021-08-09,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00103,2021-08-06,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00104,2021-08-11,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00105,2021-08-11,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00106,2021-08-11,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00107,2021-08-11,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00108,2021-08-13,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00109,2021-08-17,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00110,2021-08-17,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00111,2021-08-17,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00112,2021-08-17,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00113,2021-08-19,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00114,2021-08-20,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00115,2021-08-20,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00116,2021-08-20,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00117,2021-08-20,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00118,2021-08-21,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00119,2021-08-23,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00120,2021-08-27,2021-08,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00121,2021-09-01,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00122,2021-09-01,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00123,2021-09-03,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00124,2021-09-03,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00125,2021-09-06,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00126,2021-09-07,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00127,2021-09-21,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00128,2021-09-16,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00129,2021-09-17,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00130,2021-09-17,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00131,2021-09-14,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00132,2021-09-18,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00133,2021-09-20,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00134,2021-09-20,2021-09,2021-Q3,2021,Region 1,Department 2,Municipality 2
ID00135,2021-10-04,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00136,2021-10-11,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00137,2021-10-13,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00138,2021-10-15,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00139,2021-10-20,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00140,2021-10-20,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00141,2021-10-20,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00142,2021-10-20,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00143,2021-10-20,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00144,2021-10-21,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00145,2021-10-28,2021-10,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00146,2021-11-08,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00147,2021-11-11,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00148,2021-11-19,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00149,2021-11-22,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00150,2021-11-29,2021-11,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00151,2021-12-16,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00152,2021-12-23,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00153,2021-12-22,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00154,2021-12-23,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00155,2021-12-30,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00156,2022-01-07,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00157,2022-01-12,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00158,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00159,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00160,2022-01-20,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00161,2022-01-18,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00162,2022-01-24,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00163,2022-01-22,2022-01,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00164,2021-12-14,2021-12,2021-Q4,2021,Region 1,Department 2,Municipality 2
ID00165,2022-02-14,2022-02,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00166,2022-02-28,2022-02,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00167,2022-03-02,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00168,2022-03-08,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00169,2022-03-14,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00170,2022-03-17,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00171,2022-03-18,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00172,2022-03-30,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00173,2022-03-29,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00174,2022-05-06,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00175,2022-04-12,2022-04,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00176,2022-04-12,2022-04,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00177,2022-04-20,2022-04,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00178,2022-05-03,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00179,2022-05-04,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00180,2022-03-04,2022-03,2022-Q1,2022,Region 1,Department 2,Municipality 2
ID00181,2022-05-06,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00182,2022-05-16,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00183,2022-05-18,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00184,2022-05-26,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00185,2022-05-27,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00186,2022-05-30,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00187,2022-05-31,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00188,2022-05-31,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00189,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00190,2022-06-01,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00191,2022-06-03,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00192,2022-06-07,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00193,2022-06-08,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00194,2022-06-22,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00195,2022-06-21,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00196,2022-05-25,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00197,2022-06-17,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00198,2022-05-25,2022-05,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00199,2022-06-28,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00200,2022-06-30,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00201,2022-06-30,2022-06,2022-Q2,2022,Region 1,Department 2,Municipality 2
ID00202,2022-07-01,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00203,2022-07-01,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00204,2022-07-05,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00205,2022-07-05,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00206,2022-07-06,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00207,2022-07-12,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00208,2022-07-12,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00209,2022-07-11,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00210,2022-07-19,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00211,2022-07-26,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00212,2022-07-26,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00213,2022-07-26,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00214,2022-07-27,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00215,2022-07-27,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00216,2022-07-27,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00217,2022-07-27,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00218,2022-07-29,2022-07,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00219,2022-08-05,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00220,2022-08-05,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00221,2022-08-05,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00222,2022-08-03,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00223,2022-08-03,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00224,2022-08-03,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00225,2022-08-02,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00226,2022-08-02,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00227,2022-08-01,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00228,2022-08-08,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00229,2022-08-11,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00230,2022-08-11,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00231,2022-08-11,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00232,2022-08-11,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00233,2022-08-16,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00234,2022-08-17,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00235,2022-08-25,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00236,2022-08-26,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00237,2022-08-26,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00238,2022-08-29,2022-08,2022-Q3,2022,Region 1,Department 2,Municipality 2
ID00239,2020-08-27,2020-08,2020-Q3,2020,Region 1,Department 1,Municipality 1
ID00240,2020-08-27,2020-08,2020-Q3,2020,Region 1,Department 1,Municipality 1
ID00241,2021-02-17,2021-02,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00242,2020-10-01,2020-10,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00243,2020-10-02,2020-10,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00244,2020-10-26,2020-10,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00245,2020-11-13,2020-11,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00246,2020-11-18,2020-11,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00247,2021-02-18,2021-02,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00248,2020-11-18,2020-11,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00249,2020-11-18,2020-11,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00250,2020-11-18,2020-11,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00251,2020-12-02,2020-12,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00252,2020-12-21,2020-12,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00253,2020-12-22,2020-12,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00254,2020-12-28,2020-12,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00255,2020-12-28,2020-12,2020-Q4,2020,Region 1,Department 1,Municipality 1
ID00256,2021-01-12,2021-01,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00257,2021-01-18,2021-01,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00258,2021-01-18,2021-01,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00259,2021-01-18,2021-01,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00260,2021-01-25,2021-01,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00261,2021-01-28,2021-01,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00262,2021-02-08,2021-02,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00263,2021-02-08,2021-02,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00264,2021-02-11,2021-02,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00265,2021-03-24,2021-03,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00266,2021-03-26,2021-03,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00267,2021-03-31,2021-03,2021-Q1,2021,Region 1,Department 1,Municipality 1
ID00268,2021-04-12,2021-04,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00269,2021-04-20,2021-04,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00270,2021-04-20,2021-04,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00271,2021-04-21,2021-04,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00272,2021-05-03,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00273,2021-05-03,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00274,2021-05-10,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00275,2021-05-11,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00276,2021-05-11,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00277,2021-05-12,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00278,2021-05-12,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00279,2021-05-20,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00280,2021-05-24,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00281,2021-05-24,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00282,2021-05-25,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00283,2021-05-27,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00284,2021-05-27,2021-05,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00285,2021-06-01,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00286,2021-06-02,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00287,2021-06-02,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00288,2021-06-02,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00289,2021-06-03,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00290,2021-06-04,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00291,2021-06-06,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00292,2021-06-10,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00293,2021-06-10,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00294,2021-06-15,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00295,2021-06-15,2021-06,2021-Q2,2021,Region 1,Department 1,Municipality 1
ID00296,2021-07-02,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00297,2021-07-02,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00298,2021-07-02,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00299,2021-07-06,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00300,2021-07-06,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00301,2021-07-06,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00302,2021-07-06,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00303,2021-07-07,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00304,2021-07-07,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00305,2021-07-07,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00306,2021-07-07,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00307,2021-07-07,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00308,2021-07-08,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00309,2021-07-08,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00310,2021-07-09,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00311,2021-07-09,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00312,2021-07-19,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00313,2021-07-19,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00314,2021-07-21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00315,2021-07-21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
ID00316,2021-07-21,2021-07,2021-Q3,2021,Region 1,Department 1,Municipality 1
