Sample_id,Date_of_Collection,Month_of_Collection,Quarter_of_Collection,Year_of_Collection,Subnational_level0,Subnational_level1,Subnational_level2,Longitude,Latitude
ID00331,8/16/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00332,8/19/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00333,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00334,8/20/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00335,8/21/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00336,8/24/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00337,8/30/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00338,8/30/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00339,8/31/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00340,8/31/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00341,8/31/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00342,9/9/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00343,9/9/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00344,9/10/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00345,9/13/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00346,9/13/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00347,9/13/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00348,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00349,9/20/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00350,9/23/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00351,9/30/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00352,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00353,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00354,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00355,10/6/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00356,10/6/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00357,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00358,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00359,9/12/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00360,10/10/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00361,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00362,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00363,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00364,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00365,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00366,10/13/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00367,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00368,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00369,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00370,10/14/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00371,8/25/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00372,8/27/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00373,8/27/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00374,8/30/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00375,9/11/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00376,9/15/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00377,9/27/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00378,9/28/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00379,9/28/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00380,10/1/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00381,10/5/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00382,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00383,10/7/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00384,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00385,10/11/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00386,10/23/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00387,10/23/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00388,10/23/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00389,8/23/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00390,8/26/21,2021-08,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00391,9/6/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00392,9/16/21,2021-09,2021-Q3,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00393,10/15/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00394,10/15/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00395,10/16/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00396,10/21/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00397,10/21/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00398,10/27/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00399,10/28/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00400,11/1/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00401,10/21/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00402,10/25/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00403,10/26/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00404,10/28/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00405,10/28/21,2021-10,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00406,11/2/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00407,11/2/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00408,11/2/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00409,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00410,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00411,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00412,11/5/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00413,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00414,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00415,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00416,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00417,11/8/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00418,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00419,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00420,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00421,11/12/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00422,11/18/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00423,11/18/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00424,11/19/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00425,11/19/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00426,11/19/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00427,11/22/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00428,11/22/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00429,11/26/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00430,12/9/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00431,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00432,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00433,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00434,11/3/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00435,11/4/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00436,11/4/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00437,11/16/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00438,11/23/21,2021-11,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00439,12/1/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00440,12/1/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00441,12/1/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00442,12/1/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00443,12/1/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00444,12/2/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00445,12/9/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00446,12/9/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00447,12/9/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00448,12/10/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00449,12/13/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00450,12/16/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00451,12/16/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00452,12/16/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00453,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00454,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00455,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00456,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00457,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00458,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00459,12/13/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00460,12/13/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00461,12/13/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00462,12/14/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00463,12/17/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00464,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00465,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00466,12/22/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00467,12/23/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00468,12/23/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00469,12/23/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00470,12/25/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00471,12/25/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00472,12/27/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00473,12/29/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00474,12/31/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00475,1/3/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00476,1/3/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00477,1/3/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00478,1/4/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00479,1/4/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00480,1/5/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00481,1/7/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00482,1/7/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00483,12/28/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00484,12/28/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00485,1/1/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00486,1/1/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00487,1/3/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00488,1/3/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00489,1/3/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00490,1/5/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00491,1/12/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00492,1/12/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00493,1/12/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00494,1/12/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00495,1/13/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00496,1/13/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00497,1/14/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00498,1/18/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00499,1/19/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00500,1/19/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00501,1/20/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00502,1/21/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00503,1/21/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00504,1/24/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00505,1/24/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00506,1/24/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00507,2/2/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00508,1/13/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00509,1/14/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00510,1/18/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00511,1/18/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00512,1/18/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00513,1/19/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00514,1/20/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00515,1/20/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00516,1/21/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00517,12/20/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00518,1/1/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00519,1/10/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00520,1/14/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00521,1/14/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00522,1/15/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00523,12/27/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00524,12/28/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00525,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00526,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00527,12/13/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00528,12/23/21,2021-12,2021-Q4,2021,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00529,1/18/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00530,1/26/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00531,1/26/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00532,1/28/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00533,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00534,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00535,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00536,1/27/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00537,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00538,2/1/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00539,2/4/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00540,2/8/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00541,1/31/22,2022-01,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00542,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00543,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00544,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00545,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00546,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00547,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00548,2/7/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00549,2/9/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00550,2/11/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00551,2/10/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00552,2/11/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00553,2/3/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00554,2/24/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00555,2/25/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00556,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00557,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00558,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00559,2/26/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00560,2/12/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00561,2/15/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00562,2/17/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00563,2/20/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00564,2/25/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00565,2/16/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00566,2/18/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00567,2/18/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00568,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00569,2/21/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00570,2/22/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00571,2/22/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00572,2/23/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00573,2/28/22,2022-02,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00574,3/1/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00575,3/1/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00576,3/4/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00577,3/4/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00578,3/7/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00579,3/7/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00580,3/9/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00581,3/11/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00582,3/14/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00583,3/16/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00584,3/17/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00585,3/17/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00586,3/22/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
ID00587,3/14/22,2022-03,2022-Q1,2022,Region 1,Department 1,Municipality 1,-76.65806,5.69222
